SIJ2019	builtar
101	0.1221848948374761
102	0.12304461134059332
103	0.4037035318155283
104	0.1388510735930736
105	0.08250698174006445
111	0.28936086614173223
112	0.20169206302131604
113	0.0950834846481563
114	0.09696132075471697
115	0.09658018829067373
116	0.05731440567066522
117	0.07138930148863078
118	0.07126741508347727
131	0.2377075196568978
132	0.09990802675585285
133	0.15929882697947215
141	0.18178539336840818
142	0.03870194270661837
143	0.1156784179158389
151	0.10192063393892539
152	0.10623440117560616
153	0.07263124210526316
154	0.2741276332863188
161	0.31073532231404954
162	0.3847912875121007
171	0.5781252511415524
172	0.23764981132075474
173	0.18970435568952523
174	0.16505604499912113
175	0.33412229016120065
181	3.621792686567164
182	0.16656867406923578
183	0.10336662952646239
191	4.343472154696133
192	2.3699668177770077
193	1.3617828695652174
194	0.08325310693641619
195	0.18293238307349666
196	0.17530149970005998
197	0.16938452821567285
201	0.39773263448275864
202	0.5152585714285715
203	0.2324830491673275
211	0.2194642857142857
212	0.2146985594960975
213	0.3029084265473527
214	0.13186371067333136
215	0.5671999999999999
221	0.5161511080236193
222	0.2968898881333626
223	0.2187860505561173
224	0.17874136931030135
225	1.6908950902527073
231	0.080955
232	0.9628402985074627
233	0.22660317656765677
234	0.3394384160797114
235	0.15038246268656716
236	0.42691657922350473
241	0.6319118574925211
242	0.09995804613297152
243	0.5248941426672574
244	0.2120263988312637
251	0.3063799698542958
252	0.21415219129753038
253	0.41929272567922876
254	1.6426942857142857
255	4.159567492063492
260	2.5795673923560716
271	0.4080613363963244
272	0.40649432862994994
281	0.14580431006754585
282	0.09022652631578948
291	0.03670769230769231
292	0.42183453978159124
293	0.09278242105263157
294	0.20743189082001634
301	2.524035207238924
302	1.0073109443099273
303	1.6711921314754663
304	0.3657488540556993
305	0.1608754528650647
306	0.45717011320754714
307	0.4210061924686192
308	0.6728870235546038
321	0.111404151119403
322	0.04166231155778895
323	0.21208156458164096
331	0.6292532311977715
332	0.2063441185061548
333	0.297891677268162
341	0.13489379521765787
342	0.29448367346938775
343	0.281333422415233
344	0.1619261410211879
345	0.20714096631507314
346	0.42641344323318264
351	0.31605132876409464
352	0.27726875
353	0.045290322580645165
354	0.83391
355	1.797684142574817
356	1.9223682360501588
361	0.30247790697674415
362	0.4081087242798354
363	0.9118258426966293
364	0.4504461963190184
365	0.28489704573856534
366	0.26635492063492067
367	0.6912387868080094
368	0.8514600488779464
369	0.35804178627280625
381	0.24661312714776634
382	0.638441897720271
383	0.2763542857142857
384	0.21344121112929623
385	0.5445684871447902
386	0.13458313390313392
1001	0.28062165046241405
1002	0.30067718973747015
1003	0.3923614267676768
1004	0.5098431732564059
1005	0.4188968545994065
1011	0.34611536983669544
1012	6.399574018505421
1013	0.47812646569646566
1014	0.3470917737296261
1021	0.098256
1022	0.2911446166529266
1023	0.33463028485757124
1024	0.41426987673343607
1025	0.5056421781574131
1026	0.49192325581395346
1027	0.0688932722513089
1031	0.2792824242424242
1032	0.22711097014925374
1033	0.8058204868549171
1034	0.3940852631578947
1035	0.28618246418338106
1041	0.4202482115085536
1042	0.2355325182062093
1043	0.3789721155347384
1044	0.36883115311909265
1045	0.32531620793269234
1046	0.2449885411942555
1047	0.28575853064066853
1051	0.7708025661914459
1052	0.31984818459827635
1053	0.2443837407157326
1054	0.23938003729024235
1055	0.26869359409594096
1056	0.14261019607843137
1061	0.7560375572519084
1062	0.11612886984467059
1063	0.35662382608695653
1064	0.4233373689482471
1065	0.3084197846374731
1066	0.22467382045929019
1067	0.2968078313253012
1068	0.44847837527593815
1069	0.38218433649047767
1071	0.43697336889914207
1081	0.644949460811562
1082	0.4282835743801653
1083	0.30783846153846156
1084	0.6194254762440892
1085	0.27601281199785754
1091	0.5882783539094649
1092	0.799626272439282
1093	0.9726380952380952
1094	0.3723213071023675
1101	0.4533032868217054
1102	0.2387472207517205
1103	0.597148547112462
1104	0.37975982683982684
1111	1.3224360164835165
1112	0.41622776659959754
1113	1.4013169526627218
1114	2.639800353982301
1115	0.3143710843373494
1116	0.49378172839506174
1121	7.614188283229643
1122	0.9516384732824428
1123	0.33615087856306125
1124	0.2854800805729633
1125	0.12554349171270718
1126	0.38490308340353835
1127	0.1692233523238381
1128	0.20387831886071553
1141	0.3266426941838649
1142	0.7289083346364347
1143	0.6968753302961275
1144	0.313443152
1145	0.3716295104895105
1146	0.32730390015600624
1147	0.5251906194690266
1148	0.13412886832740212
1149	0.45579779650032404
1151	0.2004021818181818
1161	0.35293974683544305
1162	0.4385197948717948
1163	0.6443832017167382
1164	0.5990388661417323
1171	1.4461661818181817
1172	0.5821429684732554
1173	0.4248745843828715
1174	0.46976690780141844
1175	0.6619687583001328
1181	0.35784665245202557
1182	0.47904283185840707
1183	0.8090325170068027
1184	0.25831861286254726
1185	0.1788
1191	0.1511532824427481
1192	0.2385066504854369
1193	1.2624207435344827
1201	0.44684367626886146
1202	0.5218615548455804
1203	0.3748442711864407
1204	0.2852712048192771
1205	0.25761055399061034
1206	0.15166556505223172
1211	0.43581008756567424
1212	0.4308142521994135
1213	0.5576549071925754
1214	0.25457413793103445
1215	0.1271388606060606
1221	0.7341011310151035
1222	0.44176747360757185
1223	0.2894885973878478
1224	0.12159428571428571
1225	0.7792684148148148
1226	0.34506196339434275
1227	0.8756357245796638
1228	5.810769319910668
1241	0.6813222814321398
1242	0.29474588991396433
1243	0.23955446893787577
1244	0.6733356261682243
1245	0.7582931418312387
1246	4.425837742127676
1247	0.8722093880068204
1248	1.6948769522506744
1261	0.3648654545454545
1262	0.8379072746060449
1263	0.2808010945273632
1271	0.6192661395348837
1272	0.5080521837776517
1273	0.1595463666666667
1274	0.6637771766694844
1275	0.3507499888765295
1281	0.6447364013266998
1282	0.6172621741894468
1283	0.0949062176165803
1284	0.5046664578069733
1285	0.29307764705882355
1286	1.37121196054254
1287	0.3276677720207254
1291	0.4184277403451109
1292	0.6625037996661102
1293	0.425246031496063
1294	0.5361692257001647
1301	1.2308604765817583
1302	1.061162830238033
1303	0.16709851197982345
1304	0.9199015648761344
1311	0.23338782558139534
1312	0.5331949685534592
1313	0.1954940793045351
1314	0.575819375
1321	0.8991292059838896
1322	0.28836557883131203
1331	0.8508622222222223
1332	0.42795966942148755
1333	0.6555026548672567
1334	0.1833159420289855
1335	0.24675867298578202
1336	0.181632
1337	0.15793333333333331
1340	1.0259657965451057
1351	2.078559415151489
1352	2.909138375854133
1353	4.184869189946242
1354	3.8145282374571265
1355	0.18451914893617022
1356	2.79499262686912
1357	0.204375
1358	4.00731
1371	0.095285
1372	0.45845885230479777
1373	0.6215175853018372
1374	0.5221340192043895
1375	0.31398259365994236
1381	0.6253182141380736
1382	0.06206250000000001
1383	0.6974230582320904
1384	0.3204924940617577
1391	0.48203723870532705
1392	0.9670909791069234
